c_l_i_n_i_c___n_a_m_e,a_i_l_m_e_n_t,m_o_n_t_h___n_a_m_e,s_e_a_s_o_n,s_e_v_e_r_i_t_y,p_a_t_i_e_n_t___i_d,n_u_m___m_e_d_i_c_a_t_i_o_n_s,a_g_e,w_a_i_t___t_i_m_e___m_i_n_u_t_e_s,i_s___s_e_v_e_r_e,i_s___f_o_l_l_o_w___u_p
Southside Community Clinic,Hypertension,June,Long Rains,Severe,11,28,31.363636363636363,21.90909090909091,11,1
Southside Community Clinic,Hypertension,November,Short Rains,Mild,57,142,33.59649122807018,29.859649122807017,0,7
Southside Community Clinic,Hypertension,November,Short Rains,Moderate,37,86,38.78378378378378,31.513513513513512,0,2
Southside Community Clinic,Hypertension,November,Short Rains,Severe,16,46,36.875,28.375,16,1
Southside Community Clinic,Hypertension,October,Cool/Dry,Mild,70,187,32.857142857142854,25.771428571428572,0,3
Southside Community Clinic,Hypertension,October,Cool/Dry,Moderate,48,126,34.791666666666664,30.75,0,2
Southside Community Clinic,Hypertension,October,Cool/Dry,Severe,15,48,31.666666666666668,27.733333333333334,15,1
Southside Community Clinic,Hypertension,September,Cool/Dry,Mild,37,97,38.78378378378378,25.027027027027028,0,2
Southside Community Clinic,Hypertension,September,Cool/Dry,Moderate,43,112,36.16279069767442,32.74418604651163,0,2
Southside Community Clinic,Hypertension,September,Cool/Dry,Severe,21,51,34.523809523809526,28.952380952380953,21,0
Southside Community Clinic,Malaria,August,Cool/Dry,Mild,68,169,34.26470588235294,33.661764705882355,0,4
Southside Community Clinic,Malaria,August,Cool/Dry,Moderate,74,179,36.891891891891895,27.554054054054053,0,6
Southside Community Clinic,Malaria,August,Cool/Dry,Severe,26,61,21.153846153846153,34.23076923076923,26,1
Southside Community Clinic,Malaria,July,Long Rains,Mild,180,435,31.5,29.044444444444444,0,7
Southside Community Clinic,Malaria,July,Long Rains,Moderate,138,339,35.57971014492754,29.869565217391305,0,2
Southside Community Clinic,Malaria,July,Long Rains,Severe,59,155,30.423728813559322,25.11864406779661,59,3
Southside Community Clinic,Malaria,June,Long Rains,Mild,202,491,31.683168316831683,28.603960396039604,0,12
Southside Community Clinic,Malaria,June,Long Rains,Moderate,124,318,31.693548387096776,30.451612903225808,0,8
Southside Community Clinic,Malaria,June,Long Rains,Severe,54,125,29.074074074074073,31.74074074074074,54,2
Southside Community Clinic,Malaria,November,Short Rains,Mild,223,526,33.96860986547085,28.16591928251121,0,8
Southside Community Clinic,Malaria,November,Short Rains,Moderate,132,326,36.21212121212121,28.696969696969695,0,10
Southside Community Clinic,Malaria,November,Short Rains,Severe,56,148,31.25,28.125,56,2
Southside Community Clinic,Malaria,October,Cool/Dry,Mild,105,251,31.19047619047619,30.02857142857143,0,1
Southside Community Clinic,Malaria,October,Cool/Dry,Moderate,70,166,33.57142857142857,26.5,0,1
Southside Community Clinic,Malaria,October,Cool/Dry,Severe,30,79,36.333333333333336,30.066666666666666,30,0
Southside Community Clinic,Malaria,September,Cool/Dry,Mild,94,234,30.425531914893618,31.24468085106383,0,3
Southside Community Clinic,Malaria,September,Cool/Dry,Moderate,63,169,31.825396825396826,29.428571428571427,0,2
Southside Community Clinic,Malaria,September,Cool/Dry,Severe,25,61,35.4,24.84,25,2
Southside Community Clinic,Minor Injuries,August,Cool/Dry,Mild,43,119,33.83720930232558,32.83720930232558,0,4
Southside Community Clinic,Minor Injuries,August,Cool/Dry,Moderate,63,167,33.73015873015873,28.61904761904762,0,2
Southside Community Clinic,Minor Injuries,August,Cool/Dry,Severe,18,48,33.888888888888886,29.11111111111111,18,0
Southside Community Clinic,Minor Injuries,July,Long Rains,Mild,51,112,32.84313725490196,28.431372549019606,0,2
Southside Community Clinic,Minor Injuries,July,Long Rains,Moderate,38,88,38.421052631578945,27.657894736842106,0,1
Southside Community Clinic,Minor Injuries,July,Long Rains,Severe,18,43,30.555555555555557,35.666666666666664,18,0
Southside Community Clinic,Minor Injuries,June,Long Rains,Mild,53,127,31.9811320754717,27.132075471698112,0,6
Southside Community Clinic,Minor Injuries,June,Long Rains,Moderate,26,66,32.69230769230769,29.846153846153847,0,2
Southside Community Clinic,Minor Injuries,June,Long Rains,Severe,13,27,25.76923076923077,29.53846153846154,13,1
Southside Community Clinic,Minor Injuries,November,Short Rains,Mild,68,175,34.55882352941177,30.58823529411765,0,4
Southside Community Clinic,Minor Injuries,November,Short Rains,Moderate,46,129,30.869565217391305,30.130434782608695,0,2
Southside Community Clinic,Minor Injuries,November,Short Rains,Severe,18,43,26.666666666666668,25.72222222222222,18,1
Southside Community Clinic,Minor Injuries,October,Cool/Dry,Mild,58,136,38.96551724137931,26.655172413793103,0,3
Southside Community Clinic,Minor Injuries,October,Cool/Dry,Moderate,29,68,30.517241379310345,26.310344827586206,0,2
Southside Community Clinic,Minor Injuries,October,Cool/Dry,Severe,21,54,44.523809523809526,25.38095238095238,21,0
Southside Community Clinic,Minor Injuries,September,Cool/Dry,Mild,47,118,32.87234042553192,29.21276595744681,0,3
Southside Community Clinic,Minor Injuries,September,Cool/Dry,Moderate,47,111,35.0,34.04255319148936,0,2
Southside Community Clinic,Minor Injuries,September,Cool/Dry,Severe,20,45,27.5,31.45,20,2
Southside Community Clinic,Pneumonia,August,Cool/Dry,Mild,39,102,28.58974358974359,27.846153846153847,0,4
Southside Community Clinic,Pneumonia,August,Cool/Dry,Moderate,27,76,36.111111111111114,34.48148148148148,0,1
Southside Community Clinic,Pneumonia,August,Cool/Dry,Severe,16,37,33.125,33.6875,16,2
Southside Community Clinic,Pneumonia,July,Long Rains,Mild,73,187,32.397260273972606,29.21917808219178,0,5
Southside Community Clinic,Pneumonia,July,Long Rains,Moderate,48,117,30.625,28.416666666666668,0,2
Southside Community Clinic,Pneumonia,July,Long Rains,Severe,23,53,35.0,27.91304347826087,23,1
Southside Community Clinic,Pneumonia,June,Long Rains,Mild,57,143,35.35087719298246,28.982456140350877,0,5
Southside Community Clinic,Pneumonia,June,Long Rains,Moderate,49,116,35.204081632653065,31.020408163265305,0,2
Southside Community Clinic,Pneumonia,June,Long Rains,Severe,20,49,39.5,34.3,20,0
Southside Community Clinic,Pneumonia,November,Short Rains,Mild,57,146,30.614035087719298,30.57894736842105,0,1
Southside Community Clinic,Pneumonia,November,Short Rains,Moderate,37,98,33.37837837837838,31.513513513513512,0,3
Southside Community Clinic,Pneumonia,November,Short Rains,Severe,8,18,28.75,33.875,8,0
Southside Community Clinic,Pneumonia,October,Cool/Dry,Mild,53,140,29.528301886792452,29.358490566037737,0,1
Southside Community Clinic,Pneumonia,October,Cool/Dry,Moderate,34,75,33.8235294117647,31.970588235294116,0,3
Southside Community Clinic,Pneumonia,October,Cool/Dry,Severe,10,29,37.0,33.2,10,0
Southside Community Clinic,Pneumonia,September,Cool/Dry,Mild,49,132,30.306122448979593,31.183673469387756,0,3
Southside Community Clinic,Pneumonia,September,Cool/Dry,Moderate,34,81,34.11764705882353,24.823529411764707,0,4
Southside Community Clinic,Pneumonia,September,Cool/Dry,Severe,17,46,31.470588235294116,27.941176470588236,17,2
Southside Community Clinic,Skin Infections,August,Cool/Dry,Mild,52,122,37.30769230769231,28.423076923076923,0,5
Southside Community Clinic,Skin Infections,August,Cool/Dry,Moderate,49,115,27.653061224489797,30.26530612244898,0,2
Southside Community Clinic,Skin Infections,August,Cool/Dry,Severe,20,58,30.5,25.35,20,0
Southside Community Clinic,Skin Infections,July,Long Rains,Mild,50,121,35.6,36.94,0,1
Southside Community Clinic,Skin Infections,July,Long Rains,Moderate,39,95,36.53846153846154,35.30769230769231,0,2
Southside Community Clinic,Skin Infections,July,Long Rains,Severe,16,41,34.375,27.625,16,3
Southside Community Clinic,Skin Infections,June,Long Rains,Mild,45,132,31.444444444444443,33.6,0,3
Southside Community Clinic,Skin Infections,June,Long Rains,Moderate,37,88,37.972972972972975,26.7027027027027,0,1
Southside Community Clinic,Skin Infections,June,Long Rains,Severe,10,25,49.0,36.6,10,0
Southside Community Clinic,Skin Infections,November,Short Rains,Mild,58,158,35.689655172413794,34.39655172413793,0,3
Southside Community Clinic,Skin Infections,November,Short Rains,Moderate,37,93,40.13513513513514,31.135135135135137,0,2
Southside Community Clinic,Skin Infections,November,Short Rains,Severe,15,35,38.333333333333336,31.133333333333333,15,0
Southside Community Clinic,Skin Infections,October,Cool/Dry,Mild,49,118,35.40816326530612,30.122448979591837,0,2
Southside Community Clinic,Skin Infections,October,Cool/Dry,Moderate,42,113,32.142857142857146,32.26190476190476,0,0
Southside Community Clinic,Skin Infections,October,Cool/Dry,Severe,22,47,35.0,26.59090909090909,22,0
Southside Community Clinic,Skin Infections,September,Cool/Dry,Mild,69,152,39.05797101449275,30.565217391304348,0,3
Southside Community Clinic,Skin Infections,September,Cool/Dry,Moderate,49,129,34.59183673469388,27.183673469387756,0,2
Southside Community Clinic,Skin Infections,September,Cool/Dry,Severe,21,47,35.0,28.952380952380953,21,1
Southside Community Clinic,Typhoid,August,Cool/Dry,Mild,16,31,38.75,31.625,0,0
Southside Community Clinic,Typhoid,August,Cool/Dry,Moderate,28,74,35.0,27.25,0,1
Southside Community Clinic,Typhoid,August,Cool/Dry,Severe,8,20,38.75,31.875,8,2
Southside Community Clinic,Typhoid,July,Long Rains,Mild,38,100,38.421052631578945,29.973684210526315,0,2
Southside Community Clinic,Typhoid,July,Long Rains,Moderate,24,59,26.25,40.416666666666664,0,3
Southside Community Clinic,Typhoid,July,Long Rains,Severe,7,15,27.857142857142858,40.857142857142854,7,0
Southside Community Clinic,Typhoid,June,Long Rains,Mild,91,223,30.274725274725274,32.89010989010989,0,5
Southside Community Clinic,Typhoid,June,Long Rains,Moderate,28,65,34.285714285714285,29.785714285714285,0,2
Southside Community Clinic,Typhoid,June,Long Rains,Severe,11,28,30.454545454545453,28.545454545454547,11,0
Southside Community Clinic,Typhoid,November,Short Rains,Mild,72,180,34.44444444444444,28.666666666666668,0,5
Southside Community Clinic,Typhoid,November,Short Rains,Moderate,49,108,32.755102040816325,33.734693877551024,0,3
Southside Community Clinic,Typhoid,November,Short Rains,Severe,29,83,28.79310344827586,31.79310344827586,29,0
Southside Community Clinic,Typhoid,October,Cool/Dry,Mild,35,93,35.57142857142857,34.371428571428574,0,4
Southside Community Clinic,Typhoid,October,Cool/Dry,Moderate,21,59,28.80952380952381,27.952380952380953,0,2
Southside Community Clinic,Typhoid,October,Cool/Dry,Severe,12,26,35.0,27.0,12,1
Southside Community Clinic,Typhoid,September,Cool/Dry,Mild,35,88,34.714285714285715,27.057142857142857,0,1
Southside Community Clinic,Typhoid,September,Cool/Dry,Moderate,24,63,30.0,34.291666666666664,0,1
Southside Community Clinic,Typhoid,September,Cool/Dry,Severe,8,18,43.75,23.25,8,0
Southside Community Clinic,Upper Respiratory Infection,August,Cool/Dry,Mild,155,368,33.70967741935484,29.193548387096776,0,7
Southside Community Clinic,Upper Respiratory Infection,August,Cool/Dry,Moderate,126,313,32.301587301587304,27.634920634920636,0,6
Southside Community Clinic,Upper Respiratory Infection,August,Cool/Dry,Severe,60,146,30.666666666666668,30.55,60,0
Southside Community Clinic,Upper Respiratory Infection,July,Long Rains,Mild,186,469,33.924731182795696,28.037634408602152,0,11
Southside Community Clinic,Upper Respiratory Infection,July,Long Rains,Moderate,104,245,35.19230769230769,29.067307692307693,0,4
Southside Community Clinic,Upper Respiratory Infection,July,Long Rains,Severe,56,145,28.214285714285715,31.5,56,1
Southside Community Clinic,Upper Respiratory Infection,June,Long Rains,Mild,177,431,30.98870056497175,29.491525423728813,0,9
Southside Community Clinic,Upper Respiratory Infection,June,Long Rains,Moderate,136,301,33.6764705882353,30.205882352941178,0,6
Southside Community Clinic,Upper Respiratory Infection,June,Long Rains,Severe,52,123,34.23076923076923,29.346153846153847,52,3
Southside Community Clinic,Upper Respiratory Infection,November,Short Rains,Mild,136,330,35.36764705882353,29.948529411764707,0,9
Southside Community Clinic,Upper Respiratory Infection,November,Short Rains,Moderate,87,219,34.195402298850574,30.563218390804597,0,7
Southside Community Clinic,Upper Respiratory Infection,November,Short Rains,Severe,52,134,36.92307692307692,26.71153846153846,52,1
Southside Community Clinic,Upper Respiratory Infection,October,Cool/Dry,Mild,133,333,35.82706766917293,30.518796992481203,0,6
Southside Community Clinic,Upper Respiratory Infection,October,Cool/Dry,Moderate,99,250,32.17171717171717,33.282828282828284,0,5
Southside Community Clinic,Upper Respiratory Infection,October,Cool/Dry,Severe,43,116,32.44186046511628,26.511627906976745,43,3
Southside Community Clinic,Upper Respiratory Infection,September,Cool/Dry,Mild,113,277,33.49557522123894,30.84070796460177,0,8
Southside Community Clinic,Upper Respiratory Infection,September,Cool/Dry,Moderate,79,194,34.36708860759494,31.0,0,3
Southside Community Clinic,Upper Respiratory Infection,September,Cool/Dry,Severe,33,74,28.636363636363637,28.0,33,0
Urban Primary Care,Arthritis,August,Cool/Dry,Mild,25,64,31.0,24.36,0,1
Urban Primary Care,Arthritis,August,Cool/Dry,Moderate,22,57,31.818181818181817,27.818181818181817,0,0
Urban Primary Care,Arthritis,August,Cool/Dry,Severe,4,7,25.0,33.0,4,1
Urban Primary Care,Arthritis,July,Long Rains,Mild,19,50,30.263157894736842,37.421052631578945,0,0
Urban Primary Care,Arthritis,July,Long Rains,Moderate,20,52,26.5,28.85,0,1
Urban Primary Care,Arthritis,July,Long Rains,Severe,2,5,35.0,27.5,2,0
Urban Primary Care,Arthritis,June,Long Rains,Mild,25,59,27.0,32.04,0,1
Urban Primary Care,Arthritis,June,Long Rains,Moderate,15,40,33.666666666666664,25.933333333333334,0,1
Urban Primary Care,Arthritis,June,Long Rains,Severe,4,11,30.0,24.75,4,0
Urban Primary Care,Arthritis,November,Short Rains,Mild,32,87,30.625,20.25,0,2
Urban Primary Care,Arthritis,November,Short Rains,Moderate,24,59,33.75,29.541666666666668,0,0
Urban Primary Care,Arthritis,November,Short Rains,Severe,7,15,36.42857142857143,24.142857142857142,7,2
Urban Primary Care,Arthritis,October,Cool/Dry,Mild,18,38,41.111111111111114,30.5,0,1
Urban Primary Care,Arthritis,October,Cool/Dry,Moderate,17,41,29.705882352941178,26.88235294117647,0,0
Urban Primary Care,Arthritis,October,Cool/Dry,Severe,5,12,47.0,22.4,5,0
Urban Primary Care,Arthritis,September,Cool/Dry,Mild,23,56,30.652173913043477,29.17391304347826,0,3
Urban Primary Care,Arthritis,September,Cool/Dry,Moderate,19,47,36.578947368421055,28.105263157894736,0,1
Urban Primary Care,Arthritis,September,Cool/Dry,Severe,4,11,35.0,34.25,4,0
Urban Primary Care,Asthma,August,Cool/Dry,Mild,28,70,36.07142857142857,26.107142857142858,0,1
Urban Primary Care,Asthma,August,Cool/Dry,Moderate,24,72,45.416666666666664,31.25,0,1
Urban Primary Care,Asthma,August,Cool/Dry,Severe,14,34,28.571428571428573,19.714285714285715,14,1
Urban Primary Care,Asthma,July,Long Rains,Mild,47,114,32.4468085106383,29.70212765957447,0,2
Urban Primary Care,Asthma,July,Long Rains,Moderate,42,101,37.38095238095238,31.404761904761905,0,1
Urban Primary Care,Asthma,July,Long Rains,Severe,16,41,35.625,22.25,16,2
Urban Primary Care,Asthma,June,Long Rains,Mild,52,135,37.11538461538461,30.442307692307693,0,1
Urban Primary Care,Asthma,June,Long Rains,Moderate,20,48,31.0,33.9,0,0
Urban Primary Care,Asthma,June,Long Rains,Severe,14,37,39.285714285714285,34.142857142857146,14,0
Urban Primary Care,Asthma,November,Short Rains,Mild,33,85,33.78787878787879,29.09090909090909,0,0
Urban Primary Care,Asthma,November,Short Rains,Moderate,37,85,34.45945945945946,30.513513513513512,0,4
Urban Primary Care,Asthma,November,Short Rains,Severe,15,38,25.666666666666668,32.53333333333333,15,1
Urban Primary Care,Asthma,October,Cool/Dry,Mild,56,136,32.67857142857143,29.0,0,2
Urban Primary Care,Asthma,October,Cool/Dry,Moderate,26,81,35.0,33.07692307692308,0,0
Urban Primary Care,Asthma,October,Cool/Dry,Severe,13,29,30.384615384615383,30.53846153846154,13,1
Urban Primary Care,Asthma,September,Cool/Dry,Mild,34,86,33.23529411764706,28.176470588235293,0,5
Urban Primary Care,Asthma,September,Cool/Dry,Moderate,24,69,37.083333333333336,23.041666666666668,0,1
Urban Primary Care,Asthma,September,Cool/Dry,Severe,7,20,26.428571428571427,20.428571428571427,7,2
Urban Primary Care,Diabetes,August,Cool/Dry,Mild,36,89,37.22222222222222,30.833333333333332,0,2
Urban Primary Care,Diabetes,August,Cool/Dry,Moderate,29,84,35.689655172413794,27.517241379310345,0,0
Urban Primary Care,Diabetes,August,Cool/Dry,Severe,11,40,36.81818181818182,33.90909090909091,11,0
Urban Primary Care,Diabetes,July,Long Rains,Mild,33,73,37.121212121212125,28.060606060606062,0,1
Urban Primary Care,Diabetes,July,Long Rains,Moderate,31,81,28.548387096774192,30.419354838709676,0,1
Urban Primary Care,Diabetes,July,Long Rains,Severe,10,25,28.0,26.4,10,1
Urban Primary Care,Diabetes,June,Long Rains,Mild,37,83,31.756756756756758,26.513513513513512,0,1
Urban Primary Care,Diabetes,June,Long Rains,Moderate,17,46,36.1764705882353,26.647058823529413,0,0
Urban Primary Care,Diabetes,June,Long Rains,Severe,14,33,37.857142857142854,34.785714285714285,14,1
Urban Primary Care,Diabetes,November,Short Rains,Mild,44,108,26.136363636363637,27.022727272727273,0,5
Urban Primary Care,Diabetes,November,Short Rains,Moderate,26,68,33.84615384615385,32.96153846153846,0,0
Urban Primary Care,Diabetes,November,Short Rains,Severe,13,36,28.846153846153847,28.23076923076923,13,0
Urban Primary Care,Diabetes,October,Cool/Dry,Mild,60,150,32.333333333333336,29.383333333333333,0,2
Urban Primary Care,Diabetes,October,Cool/Dry,Moderate,25,73,35.8,25.36,0,0
Urban Primary Care,Diabetes,October,Cool/Dry,Severe,22,52,30.90909090909091,23.59090909090909,22,0
Urban Primary Care,Diabetes,September,Cool/Dry,Mild,37,100,32.83783783783784,28.972972972972972,0,3
Urban Primary Care,Diabetes,September,Cool/Dry,Moderate,26,66,31.153846153846153,34.0,0,1
Urban Primary Care,Diabetes,September,Cool/Dry,Severe,9,26,33.888888888888886,21.666666666666668,9,2
Urban Primary Care,Diarrhea,August,Cool/Dry,Mild,60,147,34.0,28.5,0,2
Urban Primary Care,Diarrhea,August,Cool/Dry,Moderate,56,151,33.92857142857143,29.017857142857142,0,0
Urban Primary Care,Diarrhea,August,Cool/Dry,Severe,27,64,27.22222222222222,26.925925925925927,27,1
Urban Primary Care,Diarrhea,July,Long Rains,Mild,137,344,33.394160583941606,31.226277372262775,0,6
Urban Primary Care,Diarrhea,July,Long Rains,Moderate,93,225,31.451612903225808,27.623655913978496,0,4
Urban Primary Care,Diarrhea,July,Long Rains,Severe,45,115,37.888888888888886,30.555555555555557,45,0
Urban Primary Care,Diarrhea,June,Long Rains,Mild,134,352,32.3134328358209,29.597014925373134,0,8
Urban Primary Care,Diarrhea,June,Long Rains,Moderate,99,233,29.646464646464647,28.404040404040405,0,6
Urban Primary Care,Diarrhea,June,Long Rains,Severe,42,111,33.80952380952381,28.904761904761905,42,4
Urban Primary Care,Diarrhea,November,Short Rains,Mild,82,212,32.68292682926829,30.085365853658537,0,3
Urban Primary Care,Diarrhea,November,Short Rains,Moderate,62,136,35.645161290322584,30.838709677419356,0,4
Urban Primary Care,Diarrhea,November,Short Rains,Severe,26,53,31.53846153846154,26.384615384615383,26,1
Urban Primary Care,Diarrhea,October,Cool/Dry,Mild,90,223,35.0,30.11111111111111,0,3
Urban Primary Care,Diarrhea,October,Cool/Dry,Moderate,58,152,36.03448275862069,29.93103448275862,0,3
Urban Primary Care,Diarrhea,October,Cool/Dry,Severe,24,61,35.416666666666664,29.125,24,0
Urban Primary Care,Diarrhea,September,Cool/Dry,Mild,79,189,33.48101265822785,29.50632911392405,0,4
Urban Primary Care,Diarrhea,September,Cool/Dry,Moderate,43,113,36.86046511627907,27.27906976744186,0,0
Urban Primary Care,Diarrhea,September,Cool/Dry,Severe,25,69,32.6,35.52,25,2
Urban Primary Care,Hypertension,August,Cool/Dry,Mild,54,139,35.18518518518518,27.51851851851852,0,6
Urban Primary Care,Hypertension,August,Cool/Dry,Moderate,23,59,38.47826086956522,26.565217391304348,0,1
Urban Primary Care,Hypertension,August,Cool/Dry,Severe,11,24,34.09090909090909,27.0,11,1
Urban Primary Care,Hypertension,July,Long Rains,Mild,51,119,35.19607843137255,27.941176470588236,0,6
Urban Primary Care,Hypertension,July,Long Rains,Moderate,37,87,30.675675675675677,27.486486486486488,0,2
Urban Primary Care,Hypertension,July,Long Rains,Severe,11,29,34.09090909090909,31.727272727272727,11,0
Urban Primary Care,Hypertension,June,Long Rains,Mild,30,73,33.0,25.2,0,4
Urban Primary Care,Hypertension,June,Long Rains,Moderate,47,111,32.87234042553192,28.5531914893617,0,1
Urban Primary Care,Hypertension,June,Long Rains,Severe,13,29,38.84615384615385,33.46153846153846,13,0
Urban Primary Care,Hypertension,November,Short Rains,Mild,54,129,32.03703703703704,29.09259259259259,0,1
Urban Primary Care,Hypertension,November,Short Rains,Moderate,35,87,35.0,27.314285714285713,0,2
Urban Primary Care,Hypertension,November,Short Rains,Severe,20,47,29.0,31.35,20,2
Urban Primary Care,Hypertension,October,Cool/Dry,Mild,54,125,34.44444444444444,29.27777777777778,0,3
Urban Primary Care,Hypertension,October,Cool/Dry,Moderate,38,100,32.10526315789474,25.842105263157894,0,2
Urban Primary Care,Hypertension,October,Cool/Dry,Severe,18,50,41.111111111111114,31.333333333333332,18,0
Urban Primary Care,Hypertension,September,Cool/Dry,Mild,60,167,33.833333333333336,29.45,0,6
Urban Primary Care,Hypertension,September,Cool/Dry,Moderate,28,65,37.857142857142854,28.642857142857142,0,1
Urban Primary Care,Hypertension,September,Cool/Dry,Severe,15,39,26.333333333333332,32.333333333333336,15,0
Urban Primary Care,Malaria,August,Cool/Dry,Mild,95,224,32.68421052631579,26.842105263157894,0,4
Urban Primary Care,Malaria,August,Cool/Dry,Moderate,66,160,31.96969696969697,28.12121212121212,0,6
Urban Primary Care,Malaria,August,Cool/Dry,Severe,22,56,30.0,36.68181818181818,22,2
Urban Primary Care,Malaria,July,Long Rains,Mild,185,448,35.32432432432432,29.82702702702703,0,14
Urban Primary Care,Malaria,July,Long Rains,Moderate,118,289,34.66101694915254,32.95762711864407,0,6
Urban Primary Care,Malaria,July,Long Rains,Severe,63,155,28.015873015873016,33.74603174603175,63,3
Urban Primary Care,Malaria,June,Long Rains,Mild,172,433,32.55813953488372,28.8953488372093,0,14
Urban Primary Care,Malaria,June,Long Rains,Moderate,117,300,34.401709401709404,30.641025641025642,0,10
Urban Primary Care,Malaria,June,Long Rains,Severe,47,123,32.234042553191486,27.70212765957447,47,3
Urban Primary Care,Malaria,November,Short Rains,Mild,214,520,33.97196261682243,26.827102803738317,0,18
Urban Primary Care,Malaria,November,Short Rains,Moderate,117,297,31.752136752136753,31.136752136752136,0,8
Urban Primary Care,Malaria,November,Short Rains,Severe,62,160,31.93548387096774,30.419354838709676,62,2
Urban Primary Care,Malaria,October,Cool/Dry,Mild,102,248,34.21568627450981,29.745098039215687,0,5
Urban Primary Care,Malaria,October,Cool/Dry,Moderate,77,186,31.493506493506494,32.116883116883116,0,3
Urban Primary Care,Malaria,October,Cool/Dry,Severe,19,52,35.0,22.526315789473685,19,1
Urban Primary Care,Malaria,September,Cool/Dry,Mild,104,259,34.13461538461539,28.865384615384617,0,5
Urban Primary Care,Malaria,September,Cool/Dry,Moderate,67,161,33.507462686567166,28.492537313432837,0,4
Urban Primary Care,Malaria,September,Cool/Dry,Severe,26,61,32.69230769230769,35.96153846153846,26,3
Urban Primary Care,Minor Injuries,August,Cool/Dry,Mild,42,112,34.04761904761905,33.142857142857146,0,1
Urban Primary Care,Minor Injuries,August,Cool/Dry,Moderate,45,112,33.666666666666664,33.8,0,0
Urban Primary Care,Minor Injuries,August,Cool/Dry,Severe,18,43,27.22222222222222,27.833333333333332,18,1
Urban Primary Care,Minor Injuries,July,Long Rains,Mild,54,123,31.85185185185185,29.09259259259259,0,2
Urban Primary Care,Minor Injuries,July,Long Rains,Moderate,41,107,29.878048780487806,26.902439024390244,0,4
Urban Primary Care,Minor Injuries,July,Long Rains,Severe,14,41,33.57142857142857,26.285714285714285,14,0
Urban Primary Care,Minor Injuries,June,Long Rains,Mild,53,138,30.660377358490567,30.71698113207547,0,0
Urban Primary Care,Minor Injuries,June,Long Rains,Moderate,35,91,32.42857142857143,26.714285714285715,0,4
Urban Primary Care,Minor Injuries,June,Long Rains,Severe,12,26,28.333333333333332,29.833333333333332,12,0
Urban Primary Care,Minor Injuries,November,Short Rains,Mild,61,144,36.80327868852459,31.262295081967213,0,7
Urban Primary Care,Minor Injuries,November,Short Rains,Moderate,42,121,37.857142857142854,29.761904761904763,0,2
Urban Primary Care,Minor Injuries,November,Short Rains,Severe,15,31,32.333333333333336,24.666666666666668,15,0
Urban Primary Care,Minor Injuries,October,Cool/Dry,Mild,64,159,33.125,24.125,0,4
Urban Primary Care,Minor Injuries,October,Cool/Dry,Moderate,42,101,26.904761904761905,29.714285714285715,0,3
Urban Primary Care,Minor Injuries,October,Cool/Dry,Severe,11,20,35.90909090909091,22.545454545454547,11,2
Urban Primary Care,Minor Injuries,September,Cool/Dry,Mild,55,134,35.0,30.12727272727273,0,3
Urban Primary Care,Minor Injuries,September,Cool/Dry,Moderate,43,107,33.604651162790695,27.209302325581394,0,1
Urban Primary Care,Minor Injuries,September,Cool/Dry,Severe,17,37,40.294117647058826,26.058823529411764,17,1
Urban Primary Care,Pneumonia,August,Cool/Dry,Mild,30,77,28.666666666666668,31.533333333333335,0,1
Urban Primary Care,Pneumonia,August,Cool/Dry,Moderate,31,80,35.645161290322584,28.06451612903226,0,3
Urban Primary Care,Pneumonia,August,Cool/Dry,Severe,8,26,33.75,36.25,8,0
Urban Primary Care,Pneumonia,July,Long Rains,Mild,75,186,32.333333333333336,31.08,0,4
Urban Primary Care,Pneumonia,July,Long Rains,Moderate,48,124,33.958333333333336,29.3125,0,2
Urban Primary Care,Pneumonia,July,Long Rains,Severe,28,74,37.857142857142854,34.214285714285715,28,4
Urban Primary Care,Pneumonia,June,Long Rains,Mild,64,156,33.90625,29.21875,0,1
Urban Primary Care,Pneumonia,June,Long Rains,Moderate,40,102,33.0,27.925,0,2
Urban Primary Care,Pneumonia,June,Long Rains,Severe,12,27,35.0,37.583333333333336,12,0
Urban Primary Care,Pneumonia,November,Short Rains,Mild,58,143,33.275862068965516,28.310344827586206,0,4
Urban Primary Care,Pneumonia,November,Short Rains,Moderate,32,87,32.5,32.84375,0,3
Urban Primary Care,Pneumonia,November,Short Rains,Severe,10,20,33.0,32.0,10,0
Urban Primary Care,Pneumonia,October,Cool/Dry,Mild,55,135,34.45454545454545,33.32727272727273,0,4
Urban Primary Care,Pneumonia,October,Cool/Dry,Moderate,37,74,37.972972972972975,30.243243243243242,0,3
Urban Primary Care,Pneumonia,October,Cool/Dry,Severe,11,23,45.0,30.545454545454547,11,1
Urban Primary Care,Pneumonia,September,Cool/Dry,Mild,50,129,32.4,29.58,0,2
Urban Primary Care,Pneumonia,September,Cool/Dry,Moderate,29,71,38.44827586206897,29.82758620689655,0,1
Urban Primary Care,Pneumonia,September,Cool/Dry,Severe,11,25,36.81818181818182,19.545454545454547,11,1
Urban Primary Care,Skin Infections,August,Cool/Dry,Mild,71,184,35.985915492957744,31.225352112676056,0,5
Urban Primary Care,Skin Infections,August,Cool/Dry,Moderate,44,121,35.22727272727273,32.68181818181818,0,1
Urban Primary Care,Skin Infections,August,Cool/Dry,Severe,21,55,26.904761904761905,31.38095238095238,21,3
Urban Primary Care,Skin Infections,July,Long Rains,Mild,48,98,33.333333333333336,29.583333333333332,0,2
